'temperature points' 8 0. 25. 60. 100. 150. 200. 250. 300.
'Rb+' 2.5 1.0 85.4678
'ReO4-' 4.0 -1.0 250.2046
'Rn(aq)' 3.0 0.0 222.0000
'RuO4--' 4.0 -2.0 165.0676
'SO4--' 4.0 -2.0 96.0636
'Sb(OH)3(aq)' 3.0 0.0 172.7720
'Sc+++' 9.0 3.0 44.9559
'SeO3--' 4.0 -2.0 126.9582
'SiO2(aq)' 3.0 0.0 60.0843
'Sm+++' 9.0 3.0 150.3600
'Sn++' 6.0 2.0 118.7100
'Sr++' 5.0 2.0 87.6200
'90Sr++' 5.0 2.0 87.6200
'Tb+++' 5.0 3.0 158.9253
'TcO4-' 4.0 -1.0 161.9976
'Th++++' 11.0 4.0 232.0381
'Ti(OH)4(aq)' 3.0 0.0 115.9094
'Tl+' 2.5 1.0 204.3833
'Tm+++' 5.0 3.0 168.9342
'UO2++' 4.5 2.0 270.0277
'VO++' 4.5 2.0 66.9409
'WO4--' 5.0 -2.0 247.8476
'Xe(aq)' 3.0 0.0 131.2900
'Y+++' 9.0 3.0 88.9059
'Yb+++' 5.0 3.0 173.0400
'Zn++' 6.0 2.0 65.3900
'Zr(OH)2++' 4.5 2.0 125.2387
'O2(g)' 3.0 0.0 31.9988
'O2(aq)' 3.0 0.0 31.99880
'Tracer_Age' 0.0 0. 0.
'Water_Age' 3.0 0. 0.
'Acetate-' 4.5 -1.0 59.0446
'Ethanol(aq)' 3.0 0.0 46.0690
'Citrate---' 4.5 -3.0 189.1013
'EDTA----' 4.0 -4.0 288.2134
'NTA---' 3.0 -3.0 188.117 'pcl-valocchi'
'Colloid-goe' 3.0 0.0 1.34588e9 'pcl-goethite colloid'
'Colloid-beid' 3.0 0.0 8.9246e8 'pcl-beidelite colloid'
'PCE' 0. 0. 0.
'B1-' 0.0 0. 0. 
'Tracer' 0.0 0. 0.
'Tracer1' 0.0 0. 0.
'Tracer2' 0.0 0. 0.
'Tracer3' 0.0 0. 0.
'Tracer4' 0.0 0. 0.
'Tracer5' 0.0 0. 0.
'Tracer6' 0.0 0. 0.
'Tracer7' 0.0 0. 0.
'Tracer8' 0.0 0. 0.
'Tracer9' 0.0 0. 0.
'Tracer10' 0.0 0. 0.
'A(aq)' 0. 0. 0.
'B(aq)' 0. 0. 0.
'C(aq)' 0. 0. 0.
'D(aq)' 0. 0. 0.
'E(aq)' 0. 0. 0.
'A+' 0. 1. 0.
'B+' 0. 1. 0.
'C-' 0. -1. 0.
'OxL1-' 3.0 -1.0 189.1013   # use MW  for EDTA; carboxylate-type ligand  
'RedL1-' 3.0 -1.0 189.1013  # phenolic-type ligand
'null' 0 0 0
#'HB1' 2 1.0000  'H+'    1.0000  'B1-' 500.0000    -10.8	-10.8	-10.8	-10.8	-10.8	-10.8	-10.8	0.0 	0.00	0.0
'HB1' 2 1.0000  'H+'    1.0000  'B1-' 500.0000    -14.		-14.	-14.	-14.	-14.	-14.	-14.	0.0 	0.00	0.0
#'HB1' 2 1.0000  'H+'    1.0000  'B1-' 500.0000    -9.8	-9.8	-9.8	-9.8	-9.8	-9.8	-9.8	0.0 	0.00	0.0
#'HB1' 2 1.0000  'H+'    1.0000  'B1-' 500.0000    -9.8	-9.8	-9.8	-9.8	-9.8	-9.8	-9.8	0.0 	0.00	0.0
'HOxL1' 2   1.0000  'H+'    1.0000  'OxL1-' 500.0000    -4.7600	-4.8104	-4.9390	-5.1810	-5.5200	-5.9900	-6.6600	3.50	0.00	60.058
#'Fe3OxL1' 2   1.0000  'Fe+++'    1.0000  'OxL1-' 500.0000    500.000	-8.10000   500.000	500.000	500.000	500.000	500.000	3.50	0.00	60.058
'HRedL1' 2   1.0000  'H+'    1.0000  'RedL1-' 500.0000    -7.800	-7.800	-7.800	-7.800	-7.800	-7.800	-7.800	3.50	0.00	60.058
'HAc'	2	1.0000	'H+'	1.0000	'Ac-'	500.0000	-4.7600	-4.8104	-4.9390	-5.1810	-5.5200	-5.9900	-6.6600	3.50	0.00	60.058	  		
'AgAc'	2	1.0000	'Ag+'	1.0000	'Ac-'	500.0000	-0.7300	-0.7214	-0.8600	-1.1000	-1.4300	-1.8400	-2.4000	3.50	0.00	166.920	  		
'AlAc+2'	2	1.0000	'Al+++'	1.0000	'Ac-'	500.0000	-2.7500	-3.2022	-3.8100	-4.6600	-5.5700	-6.5400	-7.6200	4.28	2.00	86.031	  		
'AlAc2+'	2	1.0000	'Al+++'	2.0000	'Ac-'	500.0000	-4.6000	-5.4349	-6.5700	-8.1500	-9.8500	-11.7000	-13.8000	4.12	1.00	145.082	  		
'BaAc+'	2	1.0000	'Ba+2'	1.0000	'Ac-'	500.0000	-0.9900	-1.2050	-1.5900	-2.1600	-2.8000	-3.5300	-4.4200	4.12	1.00	196.390	  		
'CaAc+'	2	1.0000	'Ca++'	1.0000	'Ac-'	500.0000	-0.9300	-1.0822	-1.3500	-1.8400	-2.4300	-3.1200	-3.9800	4.12	1.00	99.130	  		
'CaAc2'	2	2.0000	'Ac-'	1.0000	'Ca++'	500.0000	-1.9000	-2.1603	-2.4000	-2.8000	-3.3000	0.0000	0.0000	3.50	0.00	158.180	  		
'CoAc+'	2	1.0000	'Co+2'	1.0000	'Ac-'	500.0000	-1.4600	-1.3969	-1.5200	-1.8200	-2.2600	-2.8200	-3.5400	4.12	1.00	117.983	  		
'CoAc2'	2	1.0000	'Co+2'	2.0000	'Ac-'	500.0000	-2.3700	-2.1564	-2.3600	-2.9700	-3.8500	-4.9800	-6.4600	3.50	0.00	177.033	  		
'CuAc'	2	1.0000	'Cu+'	1.0000	'Ac-'	500.0000	-0.3300	-0.3173	-0.4600	-0.7400	-1.1100	-1.5600	-2.1800	3.50	0.00	122.590	  		
'CuAc+'	6	1.1250	'H+'	0.1250	'SO4-2'	1.0000	'Cu+'	-0.5000	'H2O'	-0.1250	'HS-'	1.0000	'Ac-'	500.0000	-3.7110	-2.9007	-2.3570	-1.9820	-1.8620	-1.9420	-2.2240	4.12	1.00	122.590	  		
'CuAc+'	5	1.0000	'H+'	1.0000	'Cu+'	-0.5000	'H2O'	0.2500	'O2	aq.'	1.0000	'Ac-'	500.0000	-21.0000	-18.1712	-15.7360	-13.4550	-11.7880	-10.5700	-9.7250	4.12	1.00	122.590		
  	'CuAc2'	6	1.1250	'H+'	0.1250	'SO4-2'	1.0000	'Cu+'	-0.5000	'H2O'	-0.1250	'HS-'	2.0000	'Ac-'	500.0000	-5.1110	-4.1388	-3.6770	-3.6120	-3.9520	-4.6220	-5.6740	3.50	0.00	181.640	  		
'CuAc2'	5	1.0000	'H+'	1.0000	'Cu+'	-0.5000	'H2O'	0.2500	'O2	aq.'	2.0000	'Ac-'	500.0000	-22.4000	-19.4093	-17.0560	-15.0850	-13.8780	-13.2500	-13.1750	3.50	0.00	181.640		
  	'FeAc+'	2	1.0000	'Fe++'	1.0000	'Ac-'	500.0000	-1.2900	-1.3117	-1.5170	-1.8940	-2.3820	-2.9840	-3.7540	4.12	1.00	114.897	  		
'FeAc2'	2	1.0000	'Fe++'	2.0000	'Ac-'	500.0000	-2.4850	-2.3027	-2.5420	-3.1490	-4.0250	-5.1580	-6.6490	3.50	0.00	173.947	  		
'KAc'	2	1.0000	'K+'	1.0000	'Ac-'	500.0000	0.2600	0.1244	-0.1300	-0.4800	-0.8800	-1.3400	-1.9300	3.50	0.00	98.152	  		
'MgAc'	2	1.0000	'Mg++'	1.0000	'Ac-'	500.0000	-1.2800	-1.2172	-1.3500	-1.6700	-2.1000	-2.6500	-3.3700	4.12	1.00	83.362	  		
'MnAc+'	2	1.0000	'Mn+2'	1.0000	'Ac-'	500.0000	-1.2200	-1.3000	-1.5000	-1.9200	-2.4700	-3.1200	-3.9300	4.12	1.00	113.988	  		
'MnAc2'	2	1.0000	'Mn+2'	2.0000	'Ac-'	500.0000	-2.0600	-2.0567	-2.4900	-3.3400	-4.4400	-5.7500	-7.4000	3.50	0.00	173.038	  		
'NaAc'	2	1.0000	'Na+'	1.0000	'Ac-'	500.0000	0.1000	0.0464	-0.1400	-0.4400	-0.8100	-1.2500	-1.8400	3.50	0.00	82.040	  		
'NH4Ac'	2	1.0000	'NH4+'	1.0000	'Ac-'	500.0000	-0.2100	-0.3332	-0.6000	-1.0000	-1.4600	-1.9900	-2.6500	3.50	0.00	77.089	  		
'NiAc+'	2	1.0000	'Ni+2'	1.0000	'Ac-'	500.0000	-1.4300	-1.3263	-1.4100	-1.6700	-2.0500	-2.5600	-3.2400	4.12	1.00	117.743	  		
'NiAc2'	2	1.0000	'Ni+2'	2.0000	'Ac-'	500.0000	-2.3200	-2.0289	-2.1400	-2.6100	-3.3800	-4.3900	-5.7700	3.50	0.00	176.793	  		
'PbAc+'	2	1.0000	'Pb+2'	1.0000	'Ac-'	500.0000	-2.4000	-2.4820	-2.7400	-3.1700	-3.7000	-4.3300	-5.1400	4.12	1.00	266.240	  		
'PbAc2'	2	1.0000	'Pb+2'	2.0000	'Ac-'	500.0000	-3.4000	-3.7663	-4.4800	-5.5300	-6.7300	-8.0800	-9.7100	3.50	0.00	325.290	  		
'PbAc3-'	2	1.0000	'Pb+2'	3.0000	'Ac-'	500.0000	-3.7200	-3.6589	-3.6600	-3.7700	-4.0200	0.0000	0.0000	3.72	-1.00	384.340	  		
'SrAc+'	2	1.0000	'Sr+2'	1.0000	'Ac-'	500.0000	-1.1500	-1.2743	-1.5700	-2.0400	-2.6000	-3.2600	-4.0700	4.12	1.00	146.670	  		
'UAc+2'	6	0.6250	'H+'	0.3750	'HS-'	1.0000	'UO2+2'	-0.5000	'H2O'	-0.3750	'SO4-2'	1.0000	'Ac-'	500.0000	10.5040	9.5991	8.5000	7.1570	5.8590	4.5950	3.3270	4.28	2.00	297.081	  		
'UAc+2'	5	1.0000	'H+'	-0.7500	'O2	aq.'	1.0000	'UO2+2'	-0.5000	'H2O'	1.0000	'Ac-'	500.0000	62.3730	55.4116	48.6360	41.5770	35.6350	30.4800	25.8290	4.28	2.00	297.080		
  	'UAc2+'	6	0.6250	'H+'	0.3750	'HS-'	1.0000	'UO2+2'	-0.5000	'H2O'	-0.3750	'SO4-2'	2.0000	'Ac-'	500.0000	8.1580	7.2816	5.8660	3.8750	1.7430	-0.5060	-2.9450	4.12	1.00	356.131	  		
'UAc2+'	5	1.0000	'H+'	-0.7500	'O2	aq.'	1.0000	'UO2+2'	-0.5000	'H2O'	2.0000	'Ac-'	500.0000	60.0270	53.0940	46.0020	38.2950	31.5190	25.3790	19.5570	4.12	1.00	356.130		
  	'UAc3'	6	0.6250	'H+'	0.3750	'HS-'	1.0000	'UO2+2'	-0.5000	'H2O'	-0.3750	'SO4-2'	3.0000	'Ac-'	500.0000	6.5900	5.7815	4.0390	1.3550	-1.6750	-4.9770	-8.6570	3.50	0.00	415.181	  		
'UAc3'	5	1.0000	'H+'	-0.7500	'O2	aq.'	1.0000	'UO2+2'	-0.5000	'H2O'	3.0000	'Ac-'	500.0000	58.4580	51.5940	44.1750	35.7750	28.1010	20.9070	13.8450	3.50	0.00	415.180		
  	'UO2Ac+'	2	1.0000	'UO2+2'	1.0000	'Ac-'	500.0000	-3.0420	-2.8633	-2.9410	-3.2530	-3.7390	-4.3780	-5.2100	4.12	1.00	329.080	  		
'UO2Ac2'	2	1.0000	'UO2+2'	2.0000	'Ac-'	500.0000	-5.5860	-5.1617	-5.3180	-5.9870	-7.0310	-8.3910	-10.1420	3.50	0.00	388.130	  		
'UO2Ac3-'	2	1.0000	'UO2+2'	3.0000	'Ac-'	500.0000	-7.2640	-6.4893	-6.6470	-7.6440	-9.2090	-11.1910	-13.6110	3.72	-1.00	447.180	  		
'ZnAc+'	2	1.0000	'Zn+2'	1.0000	'Ac-'	500.0000	-1.6050	-1.8686	-2.2940	-2.8930	-3.5600	-4.3130	-5.2160	4.12	1.00	124.420	  		
'ZnAc2'	2	1.0000	'Zn+2'	2.0000	'Ac-'	500.0000	-3.4520	-3.4477	-3.8590	-4.6460	-5.6700	-6.9280	-8.5270	3.50	0.00	183.470	  		
'ZnAc3-'	2	1.0000	'Zn+2'	3.0000	'Ac-'	500.0000	-4.2000	-3.8365	-4.1430	-5.0500	-6.3480	-7.9650	-9.9690	3.72	-1.00	242.520	  		
'HOxal-'	2	1.0000	'H+'	1.0000	'Oxal='	500.0000	-4.2800	-4.4761	-4.7900	-5.2600	-5.8100	0.0000	0.0000	3.72	-1.00	89.028	  		
'H2Oxal'	2	2.0000	'H+'	1.0000	'Oxal='	500.0000	-5.5500	-5.8769	-6.3700	-7.1000	-7.9700	0.0000	0.0000	3.50	0.00	90.036	  		
'AlOxal+'	2	1.0000	'Al+++'	1.0000	'Oxal='	500.0000	-5.1900	-5.7314	-6.3500	-7.1500	-7.9000	0.0000	0.0000	4.12	1.00	115.001	  		
'AlOxal2-'	2	1.0000	'Al+++'	2.0000	'Oxal='	500.0000	-11.0000	-11.0000	-11.0000	-11.0000	-11.0000	0.0000	0.0000	3.72	-1.00	203.022	  		
'AlOx3-3'	2	1.0000	'Al+++'	3.0000	'Oxal='	500.0000	-15.0000	-15.8772	-17.0000	-18.3000	-19.6000	0.0000	0.0000	4.96	-3.00	291.041	  		
'CaOxal'	2	1.0000	'Ca++'	1.0000	'Oxal='	500.0000	-3.0000	-3.0000	-3.0000	-3.0000	-3.0000	0.0000	0.0000	3.50	0.00	128.100	  		
'CaOxal2'	2	2.0000	'Oxal='	1.0000	'Ca++'	500.0000	-4.6000	-4.8864	-5.3000	-6.0000	-6.9000	0.0000	0.0000	4.55	-2.00	216.120	  		
'FeOxal'	2	1.0000	'Fe++'	1.0000	'Oxal='	500.0000	-4.4000	-4.5839	-4.9000	-5.2000	-5.8000	0.0000	0.0000	3.50	0.00	143.867	  		
'KOxal-'	2	1.0000	'K+'	1.0000	'Oxal='	500.0000	-0.7000	-0.7000	-0.7000	-0.7000	-0.7000	0.0000	0.0000	3.72	-1.00	127.122	  		
'MgOxal'	2	1.0000	'Mg++'	1.0000	'Oxal='	500.0000	-3.4700	-3.4700	-3.4700	-3.4700	-3.4700	0.0000	0.0000	3.50	0.00	112.332	  		
'NaOxal-'	2	1.0000	'Na+'	1.0000	'Oxal='	500.0000	-0.9000	-0.9000	-0.9000	-0.9000	-0.9000	0.0000	0.0000	3.72	-1.00	111.010	  		
'PbOxal'	2	1.0000	'Pb+2'	1.0000	'Oxal='	500.0000	-5.3600	-5.5562	-5.9200	-6.5800	-7.4000	0.0000	0.0000	3.50	0.00	295.210	  		
'PbOx2-2'	2	1.0000	'Pb+2'	2.0000	'Oxal='	500.0000	-7.4600	-7.6606	-8.1000	-8.8200	-9.6800	0.0000	0.0000	4.55	-2.00	383.230	  		
'ZnOxal'	2	1.0000	'Zn+2'	1.0000	'Oxal='	500.0000	-4.9000	-4.9284	-5.1000	-5.4000	-5.9000	0.0000	0.0000	3.50	0.00	153.390	  		
'HSuc-'	2	1.0000	'H+'	1.0000	'Suc='	500.0000	-5.6400	-5.7121	-5.8900	-6.2500	-6.8900	0.0000	0.0000	3.72	-1.00	117.078	  		
'H2Suc'	2	2.0000	'H+'	1.0000	'Suc='	500.0000	-9.8500	-9.8958	-10.1400	-10.6900	-11.6900	0.0000	0.0000	3.50	0.00	118.086	  		
'AlSuc+'	2	1.0000	'Al+++'	1.0000	'Suc='	500.0000	-5.3000	-5.3000	-5.3000	-5.3000	-5.3000	0.0000	0.0000	4.12	1.00	143.052	  		
'AlSuc2-'	2	1.0000	'Al+++'	2.0000	'Suc='	500.0000	-10.0000	-10.0000	-10.0000	-10.0000	-10.0000	0.0000	0.0000	3.72	-1.00	259.121	  		
'CaSuc'	2	1.0000	'Ca++'	1.0000	'Suc='	500.0000	-2.0000	-2.0000	-2.0000	-2.0000	-2.0000	0.0000	0.0000	3.50	0.00	156.150	  		
'FeSuc'	2	1.0000	'Fe++'	1.0000	'Suc='	500.0000	-2.2000	-2.4756	-2.8000	-3.3000	-3.9000	0.0000	0.0000	3.50	0.00	171.917	  		
'KSuc-'	2	1.0000	'K+'	1.0000	'Suc='	500.0000	-0.3000	-0.3000	-0.3000	-0.3000	-0.3000	0.0000	0.0000	3.72	-1.00	155.172	  		
'MgSuc'	2	1.0000	'Mg++'	1.0000	'Suc='	500.0000	-2.0500	-2.0500	-2.0500	-2.0500	-2.0500	0.0000	0.0000	3.50	0.00	140.382	  		
'Nasuc-'	2	1.0000	'Na+'	1.0000	'Suc='	500.0000	-0.3000	-0.3000	-0.3000	-0.3000	-0.3000	0.0000	0.0000	3.72	-1.00	139.060	  		
'PbSuc'	2	1.0000	'Pb+2'	1.0000	'Suc='	500.0000	-3.5000	-3.8084	-4.3000	-5.0000	-5.9000	0.0000	0.0000	3.50	0.00	323.260	  		
'ZnSuc'	2	1.0000	'Zn+2'	1.0000	'Suc='	500.0000	-2.4600	-2.8443	-3.3300	-4.0200	-4.8500	0.0000	0.0000	3.50	0.00	181.440	  		
'HMal-'	2	1.0000	'H+'	1.0000	'Mal='	500.0000	-5.7000	-5.8651	-6.1400	0.0000	0.0000	0.0000	0.0000	3.72	-1.00	103.055	  		
'H2Mal'	2	2.0000	'H+'	1.0000	'Mal='	500.0000	-8.5500	-8.7652	-9.1600	0.0000	0.0000	0.0000	0.0000	3.50	0.00	104.063	  		
'AlMal+'	2	1.0000	'Al+++'	1.0000	'Mal='	500.0000	-3.5600	-6.2733	-8.2200	-11.5100	-15.3000	0.0000	0.0000	4.12	1.00	129.029	  		
'CaMal'	2	1.0000	'Ca++'	1.0000	'Mal='	500.0000	-2.5100	-3.0013	-3.3900	-4.0900	-4.9500	0.0000	0.0000	3.50	0.00	142.127	  		
'FeMal'	2	1.0000	'Fe++'	1.0000	'Mal='	500.0000	-2.8000	-3.3469	-3.7300	-4.3600	-4.9800	0.0000	0.0000	3.50	0.00	157.894	  		
'MgMal'	2	1.0000	'Mg++'	1.0000	'Mal='	500.0000	-2.9000	-3.2679	-3.5800	-4.1600	-4.9000	0.0000	0.0000	3.50	0.00	126.359	  		
'NaMal-'	2	1.0000	'Na+'	1.0000	'Mal='	500.0000	-0.7400	-0.7400	-0.7400	-0.7400	-0.7400	0.0000	0.0000	3.72	-1.00	125.037	  		
'PbMal'	2	1.0000	'Pb+2'	1.0000	'Mal='	500.0000	-2.5400	-3.0792	-3.4700	-4.0900	-4.7200	0.0000	0.0000	3.50	0.00	309.237	  		
'ZnMal'	2	1.0000	'Zn+2'	1.0000	'Mal='	500.0000	-3.8500	-4.2199	-4.5500	-5.1800	-6.0100	0.0000	0.0000	3.50	0.00	167.417	  		
'H(Lactate)(aq)'	2	1.00000	'H+'	1.00000	'Lactate-'	-3.8500	-3.8500	-3.8500	500.0000	500.0000	500.0000	500.0000	500.0000	3.50	0.00	90.078	  		
'H(PIPES)(aq)'	2	1.00000	'H+'	1.00000	'PIPES-'	-7.000	-7.000	-7.000	500.0000	500.0000	500.0000	500.0000	500.0000	3.50	0.00	302.370	  		
'H3PO4(aq)'	2	1.0000	'HPO4--'	2.0000	'H+'	-9.3536	-9.3517	-9.5386	-9.8927	-10.4715	-11.1851	-12.0698	-13.2546	3.50	0.00	97.995	  		
'H2PO4-'	2	1.0000	'H+'	1.0000	'HPO4--'	-7.3200	-7.2120	-7.2065	-7.3155	-7.5638	-7.9129	-8.3711	-8.9931	3.72	-1.00	96.987	  		
'PO4---'	2	-1.0000	'H+'	1.0000	'HPO4--'	12.6494	12.3504	12.1600	12.1319	12.2803	12.5821	13.0271	13.6515	4.96	-3.00	94.971	  		
#'Al(SO4)2-'                       219.109  1.81 -1.00    2   1.0000       'Al+++'  2.0000       'SO4--'
#'Al(SO4)2-'                          500.0000   -4.9000  500.0000  500.0000  500.0000  500.0000  500.0000  500.0000
#'Al(SO4)2-'                       0.00000000E+00   -0.49000000E+01    0.00000000E+00    0.00000000E+00    0.00000000E+00
#  Data source:     EQ3/6 database data0.ymp.R5 YM Project SN0612T0502404.14

#'Al13O4(OH)24(7+)'                822.934  7.88  7.00    3 -32.0000       'H+'  13.0000       'Al+++'  28.0000       'H2O'
#'Al13O4(OH)24(7+)'                   500.0000   98.7300  500.0000  500.0000  500.0000  500.0000  500.0000  500.0000
#'Al13O4(OH)24(7+)'                0.00000000E+00    0.98730000E+02    0.00000000E+00    0.00000000E+00    0.00000000E+00
#  Data source:     EQ3/6 database data0.ymp.R5 YM Project SN0612T0502404.14

#'Al2(OH)2++++'                     87.978  4.50  4.00    3  -2.0000       'H+'  2.0000       'Al+++'  2.0000       'H2O'
#'Al2(OH)2++++'                       500.0000    7.6902  500.0000  500.0000  500.0000  500.0000  500.0000  500.0000
#'Al2(OH)2++++'                    0.00000000E+00    0.76902000E+01    0.00000000E+00    0.00000000E+00    0.00000000E+00
#  Data source:     EQ3/6 database data0.ymp.R5 YM Project SN0612T0502404.14

#'Al3(OH)4(5+)'                    148.974  5.62  5.00    3  -4.0000       'H+'  3.0000       'Al+++'  4.0000       'H2O'
#'Al3(OH)4(5+)'                       500.0000   13.8803  500.0000  500.0000  500.0000  500.0000  500.0000  500.0000
#'Al3(OH)4(5+)'                    0.00000000E+00    0.13880300E+02    0.00000000E+00    0.00000000E+00    0.00000000E+00
#  Data source:     EQ3/6 database data0.ymp.R5 YM Project SN0612T0502404.14

#'AlF++'                            45.980  2.80  2.00    2   1.0000       'Al+++'  1.0000       'F-'
#'AlF++'                              500.0000   -7.0000  500.0000  500.0000  500.0000  500.0000  500.0000  500.0000
#'AlF++'                           0.00000000E+00   -0.70000000E+01    0.00000000E+00    0.00000000E+00    0.00000000E+00
#  Data source:     EQ3/6 database data0.ymp.R5 YM Project SN0612T0502404.14

#'AlF2+'                            64.978  2.31  1.00    2   1.0000       'Al+++'  2.0000       'F-'
#'AlF2+'                              500.0000  -12.6000  500.0000  500.0000  500.0000  500.0000  500.0000  500.0000
#'AlF2+'                           0.00000000E+00   -0.12600000E+02    0.00000000E+00    0.00000000E+00    0.00000000E+00
#  Data source:     EQ3/6 database data0.ymp.R5 YM Project SN0612T0502404.14

#'AlF3(aq)'                         83.977  0.00  0.00    2   1.0000       'Al+++'  3.0000       'F-'
#'AlF3(aq)'                           500.0000  -16.7000  500.0000  500.0000  500.0000  500.0000  500.0000  500.0000
#'AlF3(aq)'                        0.00000000E+00   -0.16700000E+02    0.00000000E+00    0.00000000E+00    0.00000000E+00
#  Data source:     EQ3/6 database data0.ymp.R5 YM Project SN0612T0502404.14

#'AlF4-'                           102.975  1.81 -1.00    2   1.0000       'Al+++'  4.0000       'F-'
#'AlF4-'                              500.0000  -19.1000  500.0000  500.0000  500.0000  500.0000  500.0000  500.0000
#'AlF4-'                           0.00000000E+00   -0.19100000E+02    0.00000000E+00    0.00000000E+00    0.00000000E+00
#  Data source:     EQ3/6 database data0.ymp.R5 YM Project SN0612T0502404.14

'AlO+'	3	-2.0000	'H+'	1.0000	'Al+++'	1.0000	'H2O'	11.9828	10.3418	8.4956	6.8435	5.2374	3.9632	2.8957	1.9508	4.12	1.00	42.981	  		
'AlO2-'	3	-4.0000	'H+'	1.0000	'Al+++'	2.0000	'H2O'	24.9891	22.2038	19.0435	16.2051	13.4626	11.3393	9.6575	8.3430	3.72	-1.00	58.980	  		
'AlOH++'	3	-1.0000	'H+'	1.0000	'Al+++'	1.0000	'H2O'	5.7664	5.0004	4.0601	3.1499	2.1952	1.3813	0.6606	0.0014	4.28	2.00	43.989	  		
'AlSO4+'	2	1.0000	'Al+++'	1.0000	'SO4--'	500.0000	-3.0100	500.0000	500.0000	500.0000	500.0000	500.0000	500.0000	4.12	1.00	123.045	  		
'HAlO2(aq)'	3	-3.0000	'H+'	1.0000	'Al+++'	2.0000	'H2O'	18.0647	15.6016	12.8983	10.5474	8.3359	6.6406	5.2593	4.0577	3.50	0.00	59.988	  		
'CO2(aq)'	3	-1.0000	'H2O'	1.0000	'H+'	1.0000	'HCO3-'	-6.5804	-6.3447	-6.2684	-6.3882	-6.7235	-7.1969	-7.7868	-8.5280	3.50	0.00	44.010	  		
'CO3--'	2	-1.0000	'H+'	1.0000	'HCO3-'	10.6241	10.3288	10.1304	10.0836	10.2003	10.4648	10.8707	11.4638	4.42	-2.00	60.009	  		
'CaCO3(aq)'	3	-1.0000	'H+'	1.0000	'Ca++'	1.0000	'HCO3-'	7.5046	7.0017	6.4546	5.9746	5.4924	5.0570	4.5885	3.9784	3.50	0.00	100.087	  		
'CaCl+'	2	1.0000	'Ca++'	1.0000	'Cl-'	0.3561	0.2925	0.0939	-0.2152	-0.6820	-1.2274	-1.8704	-2.6767	4.12	1.00	75.531	  		
'CaCl2(aq)'	2	1.0000	'Ca++'	2.0000	'Cl-'	0.4563	0.6436	0.6340	0.4000	-0.1175	-0.8435	-1.8016	-3.1158	3.50	0.00	110.983	  		
